mjsjt15z2ue17v12fsi,mjqsb26oyhisllj1h5o,Eternal Disability Care,Disability Support Worker,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2025-12-30,"[{""id"":""mjrpe3y52wjjfr71rko"",""text"":""I am writing to express my interest in the [Role Title] position with [Company Name]. With a strong background in person-centred care and community support, I am passionate about enriching the lives of individuals by helping them maintain independence, dignity, and connection within their own homes.""},{""id"":""mjromox41kdq6x44f0a"",""text"":""I am a compassionate and proactive support worker with a strong commitment to providing ethical, non-judgmental support to people experiencing vulnerability. I bring a calm, empathetic approach to my work and thrive in collaborative environments where person-centred care and practical action go hand in hand. With experience supporting individuals across mental health and community settings, I work closely with case managers and external services to help translate care plans into meaningful, day-to-day support. I am motivated by creating safe, welcoming environments where people feel heard, empowered, and supported to make positive, lasting change in their lives.""},{""id"":""mjsjnwfc6kw1q5tkek8"",""text"":""I bring extensive hands-on experience supporting participants with high and complex needs, including personal care, community access, household support, and the implementation of Behaviour Support, Mealtime, and Health Management Plans. I am confident working within SIL and community settings and have strong skills in managing challenging behaviours with calmness, empathy, and professionalism while always prioritising dignity, safety, and participant choice.""},{""id"":""mjsjr92bfzdzbfrcps"",""text"":""I would welcome the opportunity to contribute my skills, experience, and genuine commitment to making a positive difference in the lives of the people you support.\n\nThank you for your time and consideration. I look forward to the opportunity to discuss my application further.""}]",0,2025-12-30T12:13:14.737Z,2025-12-30T12:13:14.737Z
testapp1,mjsjv4efcu0qzalxsn,Acme Co,Developer,Applied,,2025-12-30T12:15:05.235Z,[],0,2025-12-30T12:15:05.235Z,2025-12-30T12:15:05.235Z
mjski6i918bj4ze20mi,mjqsb26oyhisllj1h5o,WISE Employment Ltd,Casual Support Worker (NDIS),Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2025-12-30,"[{""id"":""mjskbfb7efkl8cpkexi"",""text"":""I am writing to express my interest in the [Role Title] position with [Role Title] in the Beenleigh region. I am passionate about supporting people with disability to build confidence, independence, and meaningful connections within their community, and I am excited by the opportunity to contribute to [Company Name]’s person-centred, capacity-building approach.""},{""id"":""mjskbwqt5ys5m5dv38"",""text"":""Alongside my professional experience in disability support, I bring over 25 years of lived experience supporting my son, who has Down Syndrome. This long-term, hands-on experience has given me a deep, practical understanding of disability across the lifespan, including advocacy, daily support needs, capacity building, navigating systems, and the importance of dignity, choice, and genuine inclusion. It has strongly shaped my values and the way I support others — with patience, empathy, and respect.""},{""id"":""mjskde9ij8b7x9rm6c"",""text"":""I hold a current Australian driver’s licence, have reliable transport, and am willing to complete all mandatory pre-employment screening requirements, including NDIS Worker Screening and Working With Children checks. I am flexible, reliable, and keen to contribute as part of WISE Employment’s casual support worker pool.""},{""id"":""mjskezq5spbs237tfz"",""text"":""Thank you for considering my application. I would welcome the opportunity to discuss how my lived and professional experience align with the important work [Company Name] does in supporting participants to reach new heights.""}]",0,2025-12-30T12:32:48.015Z,2025-12-30T12:32:48.015Z
mjxk3l968a6ch1l2tyd,mjqsb26oyhisllj1h5o,Gold Coast Disability and Youth,Recruitment & Onboarding Officer,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-03,"[{""id"":""mjxjp6fcw812qrre9lb"",""text"":""I am writing to express my strong interest in the [Role Title] position with [Company Name]. With recent, hands-on experience working within the NDIS over the past two years, combined with a strong background in compliance-driven roles, onboarding, and stakeholder coordination, I bring a practical and values-aligned perspective to recruitment within the disability and youth services sector.""},{""id"":""mjxjqcctw34zioegd8b"",""text"":""Over the past two years, I have worked as an NDIS Support Worker across multiple organisations, supporting clients in SIL, housing, and community-based environments. This experience has given me a strong working knowledge of NDIS compliance requirements, documentation standards, worker screening obligations, and the importance of recruiting staff who are both technically competent and values-driven within regulated care environments.""},{""id"":""mjxjunswi3bkspnik1"",""text"":""After two years working directly on the frontline within the NDIS, I am motivated to transition into a recruitment and onboarding role where I can help shape strong, capable support teams. I am passionate about ensuring the right people are recruited into the sector — people who understand compliance, dignity of risk, and person-centred care — because I have seen first hand the impact the right staff make on participant outcomes.""},{""id"":""mjxjyge0yx4v6zqcyi"",""text"":""I would welcome the opportunity to bring my combined NDIS frontline experience, compliance knowledge, and organisational strengths to the [Role Title] role at [Company Name]. I am confident I would add value by helping build a capable, compliant, and compassionate workforce.""}]",0,2026-01-03T00:20:18.212Z,2026-01-03T00:20:18.212Z
mjxmivsq5sw00sznsbr,mjqsb26oyhisllj1h5o,H1 Group,Home Care Staff,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-03,"[{""id"":""mjxm8h0080yqqhjd1md"",""text"":""I am writing to express my strong interest in the [Role Title] position with [Company Name]. \n\nI bring over two years experience as well as 25 plus years personal experience with a son with Down Syndrome.""},{""id"":""mjxjw7l7ze8sj52zoag"",""text"":""I hold an NDIS Worker Screening Check, Working with Children Check, and current First Aid, CPR, and emergency response certifications. I am also currently completing a Certificate III in Individual Support (Ageing, Disability), ensuring my knowledge remains aligned with best-practice care standards and sector expectations.""},{""id"":""mjskc9mh42x782p8omf"",""text"":""I pride myself on supporting people with disability to work towards their individualised NDIS goals, including community engagement, developing daily living skills, building confidence, and exploring employment and volunteering opportunities. I strongly believe that effective support empowers individuals to recognise their strengths and take ownership of their journey.""},{""id"":""mjsjr92bfzdzbfrcps"",""text"":""I would welcome the opportunity to contribute my skills, experience, and genuine commitment to making a positive difference in the lives of the people you support.\n\nThank you for your time and consideration. I look forward to the opportunity to discuss my application further.""},{""id"":""mjxm1h59qxceesupifq"",""text"":""Kind regards,\n\nAndrew Baillie\nTel: 0458 875 387\neMail: andrewgbaillie@hotmail.com""}]",0,2026-01-03T01:28:10.886Z,2026-01-03T01:28:10.886Z
mjxogbfburarq25me7,mjqsb26oyhisllj1h5o,"Department of Families, Seniors, Disability Services and Child Safety",Disability Support Worker (Residential Care Officer),Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""QLD/674470/25""}",2026-01-03,"[{""id"":""mjxm8h0080yqqhjd1md"",""text"":""I am writing to express my strong interest in the [Role Title] position with [Company Name]. \n\nI bring over two years professional experience as well as 25 plus years personal experience with a son with Down Syndrome.""},{""id"":""mjskc9mh42x782p8omf"",""text"":""I pride myself on supporting people with disability to work towards their individualised NDIS goals, including community engagement, developing daily living skills, building confidence, and exploring employment and volunteering opportunities. I strongly believe that effective support empowers individuals to recognise their strengths and take ownership of their journey.""},{""id"":""mjsjoxsdydsgdc4c9cr"",""text"":""My approach to support work is grounded in respect, clear communication, and emotional intelligence. I understand the importance of adhering to NDIS Practice Standards, maintaining accurate documentation, and working collaboratively with participants, families, and allied supports to achieve meaningful outcomes. I am also experienced in manual handling and committed to providing safe, consistent, and reliable care.""},{""id"":""mjskezq5spbs237tfz"",""text"":""Thank you for considering my application. I would welcome the opportunity to discuss how my lived and professional experience align with the important work [Company Name] does in supporting participants to reach new heights.""},{""id"":""mjxm1h59qxceesupifq"",""text"":""Kind regards,\n\nAndrew Baillie\nTel: 0458 875 387\neMail: andrewgbaillie@hotmail.com""}]",0,2026-01-03T02:22:10.422Z,2026-01-03T02:22:10.422Z
mjy320n2ydqai72tbmb,mjqsb26oyhisllj1h5o,Tursa Employment & Training,Disability Employment Advocate - Gold Coast ESA (Southport),Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-03,"[{""id"":""mjxz0a1oiaon32cr40q"",""text"":""I am writing to apply for the [Role Title] position with [Company Name]. I am motivated by work that creates meaningful, long-term outcomes for people, and I am drawn to [Company Name]s belief that employment is a powerful tool for improving independence, wellbeing, and quality of life.""},{""id"":""mjxz1un99vigpjavbsh"",""text"":""I bring strong experience supporting individuals facing complex barriers, developed through frontline work in the disability and community services sector. In my current and recent roles, I have worked closely with participants to identify strengths, address challenges, set achievable goals, and provide consistent, person-centred support. This experience has equipped me with a solid foundation in case management principles, individual planning, progress monitoring, and outcome-focused support.""},{""id"":""mjxjw7l7ze8sj52zoag"",""text"":""I hold an NDIS Worker Screening Check, Working with Children Check, and current First Aid, CPR, and emergency response certifications. I am also currently completing a Certificate III in Individual Support (Ageing, Disability), ensuring my knowledge remains aligned with best-practice care standards and sector expectations.""},{""id"":""mjsjr92bfzdzbfrcps"",""text"":""I would welcome the opportunity to contribute my skills, experience, and genuine commitment to making a positive difference in the lives of the people you support.\n\nThank you for your time and consideration. I look forward to the opportunity to discuss my application further.""}]",0,2026-01-03T09:10:57.628Z,2026-01-03T09:10:57.628Z
mjy4s8lbubji87g922p,mjqsb26oyhisllj1h5o,Activity Care Services,Care Coordinator (NDIS),Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-03,"[{""id"":""mjy4mcfob9wbrngv6c7"",""text"":""I am writing to apply for the [Role Title] position with [Company Name]. I am motivated by roles that combine participant outcomes, service quality, and compliance, and I am keen to contribute my NDIS experience and strong case management background to your team.""},{""id"":""mjy4nzkt21k4vxczewu"",""text"":""While I have not previously held the formal title of Care Coordinator, I bring relevant and transferable experience gained through frontline NDIS support work and extensive case management responsibilities in previous professional roles. I have supported participants across SIL, in-home support, and community access settings, giving me a practical understanding of care plans, service delivery, documentation, and participant-centred decision making.""},{""id"":""mjy4pr6d2k6f76qdtgf"",""text"":""In my professional background outside the NDIS, I held roles requiring structured case management, stakeholder coordination, compliance oversight, and detailed documentation within regulated environments. This included managing complex cases, tracking outcomes, coordinating multiple stakeholders, maintaining accurate records, and working within clearly defined governance and audit requirements. These skills translate directly to coordinating participant supports, monitoring risks and outcomes, and preparing for internal and external audits.""},{""id"":""mjy4qd00yqekj9k0kfc"",""text"":""I am experienced in working with support staff to maintain service quality, address issues early, and ensure supports are delivered consistently and safely. I communicate clearly with families, clinicians, and service providers, and I am comfortable balancing operational requirements such as rosters, documentation, and reporting alongside participant needs.""},{""id"":""mjy4r465k2keogvl0la"",""text"":""I am available to commence in line with your stated timeframe and am comfortable with the hybrid work model of three days in the office and two days working from home. I hold Australian working rights and relevant screening checks, and I am keen to continue developing my skills within a supportive, values-based organisation.""},{""id"":""mjxjyge0yx4v6zqcyi"",""text"":""I would welcome the opportunity to bring my combined NDIS frontline experience, compliance knowledge, and organisational strengths to the [Role Title] role at [Company Name]. I am confident I would add value by helping build a capable, compliant, and compassionate workforce.""}]",0,2026-01-03T09:59:20.456Z,2026-01-03T09:59:20.456Z
mjy5449bcqdhlxpsr0g,mjqsb26oyhisllj1h5o,Activity Care Services,Support Worker,Draft,"{""contactPerson"":"""",""businessAddress"":"""",""refNumber"":""""}",2026-01-03,"[{""id"":""mjxm8h0080yqqhjd1md"",""text"":""I am writing to express my strong interest in the [Role Title] position with [Company Name]. \n\nI bring over two years professional experience as well as 25 plus years personal experience with a son with Down Syndrome.""},{""id"":""mjxz1un99vigpjavbsh"",""text"":""I bring strong experience supporting individuals facing complex barriers, developed through frontline work in the disability and community services sector. In my current and recent roles, I have worked closely with participants to identify strengths, address challenges, set achievable goals, and provide consistent, person-centred support. This experience has equipped me with a solid foundation in case management principles, individual planning, progress monitoring, and outcome-focused support.""},{""id"":""mjsjqma24liioteoaom"",""text"":""I hold all required checks and certifications, including a current NDIS Worker Screening Check, National Police Check, First Aid and CPR, and a valid Australian driver’s licence with reliable transport. I have full working rights in Australia and am available for casual shifts as required.""},{""id"":""mjrnznjxc1ps9emavub"",""text"":""I am confident working across AM, PM, and night shifts, and I understand the importance of reliability and teamwork within a 24-hour care environment.""},{""id"":""mjsjr92bfzdzbfrcps"",""text"":""I would welcome the opportunity to contribute my skills, experience, and genuine commitment to making a positive difference in the lives of the people you support.\n\nThank you for your time and consideration. I look forward to the opportunity to discuss my application further.""}]",0,2026-01-03T10:08:34.727Z,2026-01-03T10:08:34.727Z
mjy5grgd3dmw7rvedk1,mjqsb26oyhisllj1h5o,Talent Hub Australia,Disability Support Worker – NDIS,Draft,"{""contactPerson"":""Jeevan Reddy"",""businessAddress"":""1/478 Logan Rd, Greenslopes, QLD 4120"",""refNumber"":""""}",2026-01-03T10:18:24.637Z,"""[\""I am writing to express my interest in the [Role Title] position with [Company Name]. With a strong background in person-centred care and community support, I am passionate about enriching the lives of individuals by helping them maintain independence, dignity, and connection within their own homes.\"",\""I bring extensive hands-on experience supporting participants with high and complex needs, including personal care, community access, household support, and the implementation of Behaviour Support, Mealtime, and Health Management Plans. I am confident working within SIL and community settings and have strong skills in managing challenging behaviours with calmness, empathy, and professionalism while always prioritising dignity, safety, and participant choice.\"",\""Alongside my professional experience in disability support, I bring over 25 years of lived experience supporting my son, who has Down Syndrome. This long-term, hands-on experience has given me a deep, practical understanding of disability across the lifespan, including advocacy, daily support needs, capacity building, navigating systems, and the importance of dignity, choice, and genuine inclusion. It has strongly shaped my values and the way I support others — with patience, empathy, and respect.\"",\""I hold an NDIS Worker Screening Check, Working with Children Check, and current First Aid, CPR, and emergency response certifications. I am also currently completing a Certificate III in Individual Support (Ageing, Disability), ensuring my knowledge remains aligned with best-practice care standards and sector expectations.\"",\""[Company Name] focus on inclusion, cultural safety, and respectful practice strongly aligns with my own professional values. I take a calm, empathetic, and professional approach to my work, and I understand the importance of recruiting staff who not only meet compliance standards but also embody the values required to support people with psychosocial disabilities effectively.\"",\""Thank you for considering my application. I would welcome the opportunity to discuss how my lived and professional experience align with the important work [Company Name] does in supporting participants to reach new heights.\""]""",0,2026-01-03T10:18:24.698Z,2026-01-03T10:18:24.698Z
